InfoCube,Version,Object Status,Content Release,Content Timestamp,Owner,BW Application,INFOAREA,Cube Type,Cube Sub Type
0RP_C02,D,INA,7.4/07,"2,01,30,10,31,64,305",SAP,BW,0TI_RT_RP_FP,B,
0RP_C01,D,INA,7.4/07,"2,01,30,10,71,03,507",SAP,BW,0TI_RT_RP_FO,B,
0RMP_MC41,D,INA,3.5/03,"2,00,40,91,51,91,458",SAP,BW,0TI_RT_MAP_AD,M,
0RMP_MC31,D,INA,7.0/04,"2,00,80,62,60,74,502",SAP,BW,0TI_RT_MAP,M,
0RMP_MC28,D,INA,7.0/05,"2,00,90,30,42,14,459",SAP,BW,0RT_MAPN_AP,M,
0RMP_MC27,D,INA,7.0/05,"2,00,90,22,42,15,400",SAP,BW,0RT_MAPN_AP,M,
0RMP_MC21,D,INA,7.0/05,"2,00,81,11,21,63,814",SAP,BW,0RT_MAPN_AP,M,
0RMP_MC13,D,INA,7.0/04,"2,00,80,62,60,74,318",SAP,BW,0RT_MAPN_LP,M,
0RMP_MC12,D,INA,7.0/04,"2,00,80,62,60,74,235",SAP,BW,0RT_MAPN_LP,M,
0RMP_MC11,D,INA,7.0/04,"2,00,80,62,60,74,401",SAP,BW,0RT_MAPN_LP,M,
0RMP_MC03,D,INA,7.0/04,"2,00,80,52,92,25,830",SAP,BW,0RT_MAPN_MP,M,
0RMP_MC02,D,INA,7.0/04,"2,00,90,72,71,93,237",SAP,BW,0RT_MAPN_MP,M,
0RMP_MC01,D,INA,7.0/04,"2,00,80,62,60,74,158",SAP,BW,0RT_MAPN_MP,M,
0RMP_C41,D,INA,3.5/03,"2,00,40,91,51,90,804",SAP,BW,0TI_RT_MAP_AD,B,
0RMP_C28,D,INA,7.0/05,"2,00,90,30,42,13,552",SAP,BW,0RT_MAPN_AP,B,
0RMP_C27,D,INA,7.0/05,"2,00,90,22,42,14,952",SAP,BW,0RT_MAPN_AP,B,
0RMP_C26,D,INA,3.5/03,"2,00,40,91,32,12,955",SAP,BW,0RT_MAPN_AP,B,
0RMP_C25,D,INA,7.0/03,"2,00,71,20,80,25,305",SAP,BW,0RT_MAPN_AP,B,
0RMP_C24,D,INA,7.0/05,"2,00,90,22,42,15,250",SAP,BW,0RT_MAPN_AP,B,
0RMP_C22,D,INA,7.0/05,"2,00,90,22,42,15,154",SAP,BW,0RT_MAPN_AP,B,
0RMP_C16,D,INA,3.5/03,"2,00,40,91,32,15,742",SAP,BW,0RT_MAPN_LP,B,
0RMP_C15,D,INA,7.0/04,"2,00,80,43,01,54,846",SAP,BW,0RT_MAPN_LP,B,
0RMP_C14,D,INA,7.0/04,"2,00,80,51,71,82,835",SAP,BW,0RT_MAPN_LP,B,
0RMP_C13,D,INA,7.0/04,"2,00,80,51,71,82,706",SAP,BW,0RT_MAPN_LP,B,
0RMP_C12,D,INA,7.0/04,"2,00,80,62,60,73,816",SAP,BW,0RT_MAPN_LP,B,
0RMP_C11,D,INA,7.0/04,"2,00,80,62,60,73,343",SAP,BW,0RT_MAPN_LP,B,
0RMP_C06,D,INA,3.5/03,"2,00,40,83,11,82,758",SAP,BW,0RT_MAPN_MP,B,
0RMP_C05,D,INA,7.0/04,"2,00,80,43,01,33,651",SAP,BW,0RT_MAPN_MP,B,
0RMP_C04,D,INA,7.0/04,"2,00,80,52,20,14,528",SAP,BW,0RT_MAPN_MP,B,
0RMP_C03,D,INA,7.0/04,"2,00,80,51,71,81,549",SAP,BW,0RT_MAPN_MP,B,
0RMP_C02,D,INA,7.0/04,"2,00,80,62,60,73,252",SAP,BW,0RT_MAPN_MP,B,
0RMP_C01,D,INA,7.0/04,"2,00,80,62,60,73,109",SAP,BW,0RT_MAPN_MP,B,
0RME_C02,D,INA,7.0/02,"2,00,50,61,00,83,333",SAP,BW,0RT_CEX_RME_01,B,
0RME_C01,D,INA,7.0/02,"2,00,50,22,41,01,631",SAP,BW,0RT_CEX_RME_01,B,
0RMA_VC01,D,INA,7.0/04,"2,00,80,40,21,60,123",SAP,BW,0RT_WRMA,V,S
0RMA_MP10,D,INA,7.0/04,"2,00,80,52,31,40,012",SAP,BW,0RT_WRMA,M,
0RMA_MP01,D,INA,7.0/05,"2,00,90,51,91,51,643",SAP,BW,0RT_WRMA,M,
0RMA_C02,D,INA,7.0/05,"2,00,90,51,90,90,824",SAP,BW,0RT_WRMA,B,
0RMA_C01,D,INA,7.0/05,"2,00,90,51,91,51,547",SAP,BW,0RT_WRMA,B,
0REFXMP03,D,INA,7.0/04,"2,00,80,52,70,92,330",SAP,BW,0REFX,M,
0REFXMP02,D,INA,7.0/04,"2,00,80,52,71,05,318",SAP,BW,0REFX,M,
0REFXMP01,D,INA,7.0/04,"2,00,80,52,12,11,935",SAP,BW,0REFX,M,
0REFX_C14,D,INA,7.0/04,"2,00,80,52,11,25,550",SAP,BW,0REFX,B,
0REFX_C13,D,INA,7.0/04,"2,00,80,52,11,33,331",SAP,BW,0REFX,B,
0REFX_C12,D,INA,7.0/04,"2,00,80,51,91,80,311",SAP,BW,0REFX,B,
0REFX_C11,D,INA,7.0/04,"2,00,80,52,71,00,340",SAP,BW,0REFX,B,
0REFX_C10,D,INA,3.5/02,"2,00,40,32,51,55,426",SAP,BW,0REFX,B,
0REFX_C09,D,INA,3.5/02,"2,00,40,32,51,52,253",SAP,BW,0REFX,B,
0REFX_C08,D,INA,3.5/02,"2,00,40,32,51,51,751",SAP,BW,0REFX,B,
0REFX_C07,D,INA,3.3/01,"2,00,30,90,31,24,918",SAP,BW,0REFX,B,
0REFX_C06,D,INA,7.0/03,"2,00,60,61,31,32,342",SAP,BW,0REFX,B,
0REFX_C05,D,INA,3.3/01,"2,00,30,90,41,03,056",SAP,BW,0REFX,B,
0REFX_C03,D,INA,3.5/02,"2,00,40,21,31,21,652",SAP,BW,0REFX,B,
0REFX_C02,D,INA,7.0/04,"2,00,80,52,12,05,600",SAP,BW,0REFX,B,
0REFX_C01,D,INA,7.0/04,"2,00,80,50,91,13,745",SAP,BW,0REFX,B,
0RE_C15,D,INA,2.1/01,"2,00,00,80,81,31,521",SAP,BW,0RE,B,
0RE_C14,D,INA,2.1/01,"2,00,00,80,81,30,000",SAP,BW,0RE,B,
0RE_C13,D,INA,2.1/01,"2,00,00,80,81,25,646",SAP,BW,0RE,B,
0RE_C12,D,INA,2.1/01,"2,00,00,72,41,12,730",SAP,BW,0RE,B,
0RE_C11,D,INA,2.1/01,"2,00,00,81,00,83,628",SAP,BW,0RE,B,
0RE_C10,D,INA,2.1/01,"2,00,00,80,81,62,402",SAP,BW,0RE,B,
0RE_C09,D,INA,2.0/02,"2,00,00,33,01,51,055",SAP,BW,0RE,B,
0RE_C08,D,INA,2.1/01,"2,00,00,71,70,91,134",SAP,BW,0RE,B,
0RE_C07,D,INA,2.1/01,"2,00,00,81,10,93,127",SAP,BW,0RE,B,
0RE_C06,D,INA,2.0/02,"2,00,00,32,91,61,419",SAP,BW,0RE,B,
0RE_C05,D,INA,2.0/02,"2,00,00,32,91,04,812",SAP,BW,0RE,B,
0RE_C04,D,INA,2.1/01,"2,00,00,71,70,91,542",SAP,BW,0RE,B,
0RE_C02,D,INA,3.2/01,"2,00,30,41,41,34,447",SAP,BW,0RE,B,
0RE_C01,D,INA,2.1/01,"2,00,00,70,30,90,618",SAP,BW,0RE,B,
0RC_MP01,D,INA,7.0/05,"2,00,90,31,01,43,124",SAP,BW,0BA_RC,M,
0RC_MC02,D,INA,7.0/02,"2,00,50,42,71,12,240",SAP,BW,0RT_RC,M,
0RC_MC01,D,INA,7.0/02,"2,00,50,42,71,12,240",SAP,BW,0RT_RC,M,
0RC_C08,D,INA,3.0/02,"2,00,20,41,11,62,458",SAP,BW,0RT_RC,B,
0RC_C07,D,INA,3.0/02,"2,00,20,41,11,61,636",SAP,BW,0RT_RC,B,
0RC_C06,D,INA,3.0/02,"2,00,20,41,11,62,319",SAP,BW,0RT_RC,B,
0RC_C05,D,INA,3.0/02,"2,00,20,22,62,33,103",SAP,BW,0RT_RC,B,
0RC_C04,D,INA,3.0/02,"2,00,20,22,62,32,907",SAP,BW,0RT_RC,B,
0RC_C03,D,INA,1.2/02,0,SAP,,0RT_RC,B,
0RC_C02,D,INA,3.5/03,"2,00,40,72,21,04,400",SAP,BW,0RT_RC,B,
0RC_C01,D,INA,3.0/02,"2,00,20,22,62,33,255",SAP,BW,0RT_RC,B,
0QM_MP06,D,INA,7.0/06,"2,01,10,32,51,55,513",SAP,BW,0PM_EAML,M,
0QM_MP05,D,INA,7.0/06,"2,01,10,32,51,41,447",SAP,BW,0PM_EAML,M,
0QM_MP04,D,INA,3.5/03,"2,00,60,31,70,95,847",SAP,BW,0QM,M,
0QM_MP03,D,INA,3.5/03,"2,00,60,31,70,95,623",SAP,BW,0QM,M,
0QM_MP02,D,INA,3.5/03,"2,00,60,11,91,02,627",SAP,BW,0QM,M,
0QM_MP01,D,INA,3.5/03,"2,00,60,11,91,02,308",SAP,BW,0QM,M,
0QM_C15,D,INA,7.0/06,"2,01,10,32,51,44,137",SAP,BW,0PM_EAML,B,
0QM_C14,D,INA,7.0/06,"2,01,10,32,31,52,533",SAP,BW,0PM_EAML,B,
0QM_C13,D,INA,3.3/01,"2,00,30,82,81,23,511",SAP,BW,0QM,B,
0QM_C12,D,INA,3.3/01,"2,00,30,82,81,14,712",SAP,BW,0QM,B,
0QM_C11,D,INA,2.1/01,"2,00,00,91,21,34,351",SAP,BW,0QM,B,
0QM_C10,D,INA,3.5/02,"2,00,40,21,01,14,112",SAP,BW,0QM,B,
0QM_C09,D,INA,7.0/02,"2,00,41,21,41,24,929",SAP,BW,0QM,B,
0QM_C08,D,INA,3.5/02,"2,00,40,21,00,92,317",SAP,BW,0QM,B,
0QM_C07,D,INA,3.5/02,"2,00,40,21,00,91,713",SAP,BW,0QM,B,
0QM_C06,D,INA,7.0/02,"2,00,50,80,41,20,117",SAP,BW,0QM,B,
0QM_C05,D,INA,2.0/01,0,SAP,,0QM,B,
0QM_C04,D,INA,2.0/01,0,SAP,,0QM,B,
0QM_C03,D,INA,3.0/02,"2,00,20,30,51,42,121",SAP,BW,0QM,B,
0QM_C02,D,INA,3.0/02,"2,00,20,30,51,42,311",SAP,BW,0QM,B,
0QM_C01,D,INA,3.0/02,"2,00,20,30,51,41,655",SAP,BW,0QM,B,
0PYTV_MP2,D,INA,,"2,01,20,20,90,45,719",SAP,BW,0PY_XX_NEW_RECON,M,
0PYTV_C62,D,INA,,"2,01,20,20,80,52,748",SAP,BW,0PY_XX_NEW_RECON,B,
0PYFI_MP2,D,INA,,"2,01,20,20,90,45,941",SAP,BW,0PY_XX_NEW_RECON,M,
0PYCR_MP2,D,INA,,"2,01,20,20,90,50,137",SAP,BW,0PY_XX_NEW_RECON,M,
0PYCR_C62,D,INA,,"2,01,20,20,80,52,854",SAP,BW,0PY_XX_NEW_RECON,B,
0PY_PPC02,D,INA,3.2/01,"2,00,30,20,61,32,343",SAP,BW,0PY,B,
0PY_PPC01,D,INA,3.2/01,"2,00,30,20,61,35,019",SAP,BW,0PY,B,
0PY_PP2,D,INA,3.0/02,"2,00,20,41,90,73,224",SAP,BW,0PY,B,
0PY_MC02,D,INA,2.0/02,"2,00,00,32,01,30,505",SAP,BW,0PY,M,
0PY_C61,D,INA,,"2,01,20,20,80,53,108",SAP,BW,0PY_XX_NEW_RECON,B,
0PY_C02,D,INA,2.0/02,"2,00,00,31,71,83,926",SAP,BW,0PY,B,
0PUR_C10,D,INA,3.2/01,"2,00,30,30,31,55,509",SAP,BW,0MMPUR_DLV,B,
0PUR_C09,D,INA,3.0/02,"2,00,20,42,61,05,242",SAP,BW,0MMPUR_DLV,B,
0PUR_C08,D,INA,3.0/02,"2,00,20,42,61,04,955",SAP,BW,0MMPUR_DLV,B,
0PUR_C07,D,INA,3.5/02,"2,00,31,01,41,34,229",SAP,BW,0MMPUR_DLV,B,
0PUR_C06,D,INA,2.0/01,0,SAP,,0MMPUR,B,
0PUR_C05,D,INA,2.0/01,0,SAP,,0MMPUR,B,
0PUR_C04,D,INA,2.0/02,"2,00,00,30,90,74,136",SAP,BW,0MMPUR,B,
0PUR_C03,D,INA,1.2/02,0,SAP,,0MMPUR,B,
0PUR_C02,D,INA,2.0/02,"2,00,00,22,81,81,735",SAP,BW,0MMPUR,B,
0PUR_C01,D,INA,7.0/02,"2,00,41,02,21,60,355",SAP,BW,0MMPUR,B,
0PU_MP03,D,INA,7.0/04,"2,00,80,42,11,83,552",SAP,BW,0PSM_FM_BCS,M,
0PU_C51,D,INA,7.0/04,"2,00,80,42,11,83,354",SAP,BW,0PSM_FM_BCS,B,
0PU_C31,D,INA,7.0/04,"2,00,81,01,41,45,728",SAP,BW,0PSM_BPREP,B,
0PU_C30,D,INA,3.5/02,"2,00,40,13,01,03,256",SAP,BW,0PSM_BPREP,B,
0PU_C03,D,INA,7.0/03,"2,00,70,31,31,51,437",SAP,BW,0PSM_FM_BCS,B,
0PU_C02,D,INA,7.0/04,"2,00,80,42,11,83,016",SAP,BW,0PSM_FM_BCS,B,
0PU_C01,D,INA,3.0/02,"2,00,20,42,31,30,225",SAP,BW,0PSM_FM_BU,B,
0PT_MP01,D,INA,3.5/03,"2,00,60,11,91,30,540",SAP,BW,0PT,M,
0PT_C01,D,INA,3.5/03,"2,00,40,72,31,42,604",SAP,BW,0PT,B,
0PSM_RC49,D,INA,7.0/03,"2,00,60,20,91,53,850",SAP,BW,0PSM_PBP,B,
0PSM_RC48,D,INA,7.0/04,"2,00,81,01,41,72,854",SAP,BW,0PSM_PBP,B,
0PSM_RC47,D,INA,7.0/03,"2,00,60,51,71,15,304",SAP,BW,0PSM_PBP,B,
0PSM_RC46,D,INA,7.0/03,"2,00,60,32,01,80,828",SAP,BW,0PSM_PBP,B,
0PSM_RC45,D,INA,7.0/04,"2,00,81,01,41,72,727",SAP,BW,0PSM_PBP,B,
0PSM_RC43,D,INA,7.0/03,"2,00,60,20,21,35,146",SAP,BW,0PSM_PBP,B,
0PSM_MP15,D,INA,7.0/03,"2,00,60,31,01,61,349",SAP,BW,0PSM_PBP,M,
0PSM_MP14,D,INA,7.0/04,"2,00,81,01,41,73,534",SAP,BW,0PSM_PBP,M,
0PSM_MP13,D,INA,7.0/03,"2,00,60,30,90,92,735",SAP,BW,0PSM_PBP,M,
0PSM_MP12,D,INA,7.0/04,"2,00,81,01,41,73,322",SAP,BW,0PSM_PBP,M,
0PSM_MP11,D,INA,7.0/04,"2,00,81,01,41,82,755",SAP,BW,0PSM_PBP,M,
0PSM_MP02,D,INA,7.0/04,"2,00,81,01,41,74,350",SAP,BW,0PSM_PBC,M,
0PSM_MP01,D,INA,7.0/04,"2,00,81,01,41,74,057",SAP,BW,0PSM_PBC,M,
0PSM_C49,D,INA,7.0/03,"2,00,51,12,41,51,412",SAP,BW,0PSM_PBP,B,
0PSM_C47R,D,INA,7.0/03,"2,00,60,91,11,20,003",SAP,BW,0PSM_PBP,B,
0PSM_C47,D,INA,7.0/03,"2,00,60,31,01,60,751",SAP,BW,0PSM_PBP,B,
0PSM_C45,D,INA,7.0/04,"2,00,81,01,41,72,418",SAP,BW,0PSM_PBP,B,
0PSM_C43,D,INA,7.0/03,"2,00,60,22,30,84,309",SAP,BW,0PSM_PBP,B,
0PSM_C42,D,INA,7.0/02,"2,00,50,22,51,31,212",SAP,BW,0PSM_PBC,B,
0PSM_C41P,D,INA,7.0/04,"2,00,81,01,41,72,209",SAP,BW,0PSM_PBC,B,
0PSM_C41,D,INA,7.0/04,"2,00,81,01,41,72,024",SAP,BW,0PSM_PBC,B,
0PSM_C40,D,INA,7.0/04,"2,00,81,01,41,71,757",SAP,BW,0PSM_PBC,B,
0PSCD_MC1,D,INA,7.0/02,"2,00,50,61,40,80,156",SAP,BW,0PSCD,M,
0PSCD_C03,D,INA,7.0/02,"2,00,50,61,40,75,720",SAP,BW,0PSCD,B,
0PSCD_C02,D,INA,7.0/03,"2,00,61,11,40,94,555",SAP,BW,0PSCD,B,
0PSCD_C01,D,INA,7.0/03,"2,00,61,21,20,85,822",SAP,BW,0PSCD,B,
0PS_R30,D,INA,7.0/06,"2,01,10,11,10,61,722",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,V,S
0PS_R20,D,INA,7.0/06,"2,01,10,22,40,83,201",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,V,S
0PS_R10,D,INA,7.0/06,"2,01,01,22,70,61,017",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,V,S
0PS_MC01,D,INA,3.5/03,"2,00,50,72,80,83,027",SAP,BW,0PS,M,
0PS_M30,D,INA,7.0/06,"2,01,10,12,00,54,056",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,M,
0PS_M20,D,INA,7.0/06,"2,01,10,22,40,83,536",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,M,
0PS_M10,D,INA,7.0/06,"2,01,01,22,70,62,415",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,M,
0PS_C30,D,INA,7.0/06,"2,01,10,11,10,61,649",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,B,
0PS_C20,D,INA,7.0/06,"2,01,10,22,40,83,300",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,B,
0PS_C10,D,INA,7.0/06,"2,01,10,11,10,61,308",SAP,BW,0FIN_REP_SIMPL_4_EHP6_PS,B,
0PS_C081,D,INA,3.5/03,"2,00,41,20,71,21,020",SAP,BW,0PS,B,
0PS_C08,D,INA,3.0/02,"2,00,20,20,61,40,923",SAP,BW,0PS,B,
0PS_C071,D,INA,3.5/03,"2,00,41,20,70,83,732",SAP,BW,0PS,B,
0PS_C07,D,INA,2.0/02,"2,00,00,50,41,30,535",SAP,BW,0PS,B,
0PS_C061,D,INA,3.5/03,"2,00,41,20,81,23,400",SAP,BW,0PS,M,
0PS_C06,D,INA,3.0/01,"2,00,10,51,81,40,333",SAP,BW,0PS,M,
0PS_C051,D,INA,3.5/03,"2,00,41,20,81,22,723",SAP,BW,0PS,M,
0PS_C05,D,INA,2.0/02,"2,00,00,30,11,01,051",SAP,BW,0PS,M,
0PS_C041,D,INA,3.5/03,"2,00,41,20,61,41,525",SAP,BW,0PS,B,
0PS_C04,D,INA,3.0/02,"2,00,20,22,50,95,146",SAP,BW,0PS,B,
0PS_C031,D,INA,3.5/03,"2,00,41,20,30,72,127",SAP,BW,0PS,B,
0PS_C03,D,INA,2.0/02,"2,00,00,50,41,31,335",SAP,BW,0PS,B,
0PS_C021,D,INA,3.5/03,"2,00,41,20,61,04,046",SAP,BW,0PS,B,
0PS_C02,D,INA,2.0/02,"2,00,00,30,11,00,856",SAP,BW,0PS,B,
0PRM_MP01,D,INA,,"2,01,20,71,32,14,737",SAP,BW,0TI_RT_PRM_D,M,
0PRM_C02,D,INA,,"2,01,20,72,02,13,347",SAP,BW,0TI_RT_PRM,B,
0PRM_C01,D,INA,,"2,01,20,70,10,02,128",SAP,BW,0TI_RT_PRM_D,B,
0PRC_C02,D,INA,3.3/01,"2,00,30,61,01,22,428",SAP,BW,0JVA_PRC,B,
0PRC_C01,D,INA,3.3/01,"2,00,30,61,01,22,542",SAP,BW,0JVA_PRC,B,
0PPS_PO_C,D,INA,7.0/03,"2,00,80,20,10,90,900",SAP,BW,0PPS_PROC,B,
0PPS_MPI2,D,INA,7.0/05,"2,00,91,02,40,93,252",SAP,BW,0PPS_FR_IOA,M,
0PPS_MPI1,D,INA,7.0/05,"2,00,91,02,40,93,225",SAP,BW,0PPS_FR_IOA,M,
0PPS_CI4,D,INA,7.0/05,"2,00,91,02,40,92,803",SAP,BW,0PPS_FR_IOA,B,
0PPS_CI3,D,INA,7.0/05,"2,00,91,02,40,92,448",SAP,BW,0PPS_FR_IOA,B,
0PPS_CI2,D,INA,7.0/05,"2,00,91,02,40,91,805",SAP,BW,0PPS_FR_IOA,B,
0PPS_CI1,D,INA,7.0/05,"2,00,91,02,40,93,028",SAP,BW,0PPS_FR_IOA,B,
0PPM_VC1,A,ACT,7.1/00,"2,00,61,12,11,54,246",SAP,BW,0BWTCT_PPM_VERI,B,F
0PPM_VC1,D,ACT,7.1/00,"2,00,61,12,11,54,246",SAP,BW,0BWTCT_PPM_VERI,B,
0PPM_VC1,M,ACT,7.1/00,"2,00,61,12,11,54,246",SAP,BW,0BWTCT_PPM_VERI,B,F
0PPFI_C61,D,INA,,"2,01,20,20,80,52,454",SAP,BW,0PY_XX_NEW_RECON,B,
0PP_R80,D,INA,7.0/05,"2,01,00,20,30,51,152",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R79,D,INA,7.0/05,"2,01,00,20,20,94,530",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R78,D,INA,7.0/05,"2,01,00,12,90,95,600",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R77,D,INA,7.0/05,"2,01,00,12,90,95,421",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R76,D,INA,7.0/05,"2,01,00,12,90,95,256",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R75,D,INA,7.0/05,"2,01,00,12,71,44,404",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R74,D,INA,7.0/05,"2,01,00,10,70,91,348",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R73,D,INA,7.0/05,"2,00,91,11,80,64,300",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R72,D,INA,7.0/05,"2,01,00,20,50,93,611",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R71,D,INA,7.0/05,"2,01,00,30,30,90,622",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R70,D,INA,7.0/05,"2,00,91,11,40,83,805",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R69,D,INA,7.0/05,"2,00,91,11,40,83,007",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R68,D,INA,7.0/05,"2,00,91,11,00,73,718",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R67,D,INA,7.0/05,"2,00,91,11,00,73,811",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R66,D,INA,7.0/05,"2,00,91,11,91,31,639",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R65,D,INA,7.0/05,"2,00,91,11,91,11,405",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R64,D,INA,7.0/05,"2,00,91,12,50,93,414",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R63,D,INA,7.0/05,"2,00,91,12,31,15,915",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R62,D,INA,7.0/05,"2,01,00,20,40,90,229",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R61,D,INA,7.0/05,"2,01,00,20,40,63,405",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R60,D,INA,7.0/05,"2,00,91,03,00,70,846",SAP,BW,0PP_MANF_DASHBOARD,V,S
0PP_R16,D,INA,7.0/05,"2,00,90,21,10,91,020",SAP,BW,0LOG_PP_INTELI_01_EHP5,V,S
0PP_MP16,D,INA,7.0/05,"2,00,90,21,61,02,037",SAP,BW,0LOG_PP_INTELI_01_EHP5,M,
0PP_MP05,D,INA,3.5/03,"2,00,60,11,91,00,845",SAP,BW,0PPSFCPI,M,
0PP_MP04,D,INA,3.5/03,"2,00,60,11,91,00,705",SAP,BW,0PPSFCPI,M,
0PP_MP03,D,INA,3.5/03,"2,00,60,11,90,95,732",SAP,BW,0PPSFCPI,M,
0PP_MP02,D,INA,3.5/03,"2,00,60,11,91,00,348",SAP,BW,0PPSFCPI,M,
0PP_MP01,D,INA,3.5/03,"2,00,60,11,91,00,125",SAP,BW,0PPSFCPI,M,
0PP_C16,D,INA,7.0/05,"2,00,90,21,10,90,811",SAP,BW,0LOG_PP_INTELI_01_EHP5,B,
0PP_C15,D,INA,3.1/01,"2,00,20,80,61,31,655",SAP,BW,0PPSFCPI,B,
0PP_C14,D,INA,3.0/02,"2,00,20,41,51,43,350",SAP,BW,0PPSFCPI,B,
0PP_C13,D,INA,2.0/02,"2,00,00,40,41,75,406",SAP,BW,0PPSFCPI,B,
0PP_C11,D,INA,2.0/02,"2,00,00,40,71,34,303",SAP,BW,0PPSFCPI,B,
0PP_C10,D,INA,2.0/02,"2,00,00,41,01,72,845",SAP,BW,0PPSFCPI,B,
0PP_C08,D,INA,2.0/02,"2,00,00,32,11,90,242",SAP,BW,0PPREM,B,
0PP_C07,D,INA,3.0/01,"2,00,10,52,91,61,643",SAP,BW,0PPREM,B,
0PP_C06,D,INA,7.0/03,"2,00,60,51,60,90,805",SAP,BW,0PPSFCPI,B,
0PP_C05,D,INA,3.0/02,"2,00,20,30,51,85,003",SAP,BW,0PPSFCPI,B,
0PP_C04,D,INA,7.0/03,"2,00,60,51,60,44,010",SAP,BW,0PPSFCPI,B,
0PP_C03,D,INA,3.5/02,"2,00,40,21,21,01,540",SAP,BW,0PPSFCPI,B,
0PP_C02,D,INA,7.0/03,"2,00,60,51,60,80,948",SAP,BW,0PPSFCPI,B,
0PP_C01,D,INA,3.0/02,"2,00,20,30,51,45,442",SAP,BW,0PPSFCPI,B,
0POC_VP01,D,INA,7.0/06,"2,01,10,21,10,82,238",SAP,BW,0CA_POC,V,S
0POC_MP01,D,INA,7.0/06,"2,01,10,70,51,01,049",SAP,BW,0CA_POC,M,
0POC_C01,D,INA,7.3/06,"2,01,10,72,80,33,256",SAP,BW,0CA_POC,B,
0PMCU_C02,D,INA,7.0/05,"2,01,00,12,71,45,410",SAP,BW,0PM_CU,B,
0PMCU_C01,D,INA,7.0/05,"2,01,00,12,71,45,459",SAP,BW,0PM_CU,B,
0PM_R11,D,INA,7.0/04,"2,00,80,61,21,20,649",SAP,BW,0LOG_EAM_CI_3_EHP4,V,S
0PM_R10,D,INA,7.0/04,"2,00,80,50,21,14,815",SAP,BW,0LOG_EAM_CI_3_EHP4,V,S
0PM_MP16,D,INA,,"2,01,20,11,80,61,623",SAP,BW,0PM_RDS_EAM,M,
0PM_MP15,D,INA,,"2,01,20,11,80,71,756",SAP,BW,0PM_RDS_EAM,M,
0PM_MP11,D,INA,7.0/04,"2,00,80,61,21,20,732",SAP,BW,0LOG_EAM_CI_3_EHP4,M,
0PM_MP10,D,INA,7.0/04,"2,00,80,50,50,42,551",SAP,BW,0LOG_EAM_CI_3_EHP4,M,
0PM_MP09,D,INA,,"2,01,20,11,61,02,350",SAP,BW,0PM_RDS_EAM,M,
0PM_MP08,D,INA,,"2,01,20,11,80,61,349",SAP,BW,0PM_RDS_EAM,M,
0PM_MP07,D,INA,,"2,01,20,11,80,62,948",SAP,BW,0PM_RDS_EAM,M,
0PM_MP06,D,INA,,"2,01,20,11,80,62,529",SAP,BW,0PM_RDS_EAM,M,
0PM_MP05,D,INA,,"2,01,20,11,71,42,717",SAP,BW,0PM_RDS_EAM,M,
0PM_MP04,D,INA,7.0/04,"2,00,80,60,61,03,119",SAP,BW,0PM,M,
0PM_MP03,D,INA,3.5/03,"2,00,60,31,71,32,014",SAP,BW,0PM,M,
0PM_MP02,D,INA,3.5/03,"2,00,60,12,31,62,101",SAP,BW,0PM,M,
0PM_MC15,D,INA,7.0/06,"2,01,01,12,91,21,033",SAP,BW,0PM_EAML,M,
0PM_MC13,D,INA,7.0/06,"2,01,10,32,41,72,413",SAP,BW,0PM_EAML,M,
0PM_MC01,D,INA,7.0/03,"2,00,61,01,11,25,203",SAP,BW,0PM,M,
0PM_C25,D,INA,,"2,01,20,11,60,60,145",SAP,BW,0PM_RDS_EAM,B,
0PM_C24,D,INA,,"2,01,20,11,60,90,516",SAP,BW,0PM_RDS_EAM,B,
